p_nta_code,p_nta_name,d_nta_code,d_nta_name,num_trips
BX99,park-cemetery-etc-Bronx,BX14,East Concourse-Concourse Village,14
BX99,park-cemetery-etc-Bronx,BX37,Van Nest-Morris Park-Westchester Square,14
BK99,park-cemetery-etc-Brooklyn,QN68,Queensbridge-Ravenswood-Long Island City,14
BK99,park-cemetery-etc-Brooklyn,QN17,Forest Hills,14
MN99,park-cemetery-etc-Manhattan,BK93,Starrett City,14
QN99,park-cemetery-etc-Queens,BK63,Crown Heights South,14
QN48,Auburndale,QN38,Pomonok-Flushing Heights-Hillcrest,13
QN48,Auburndale,QN51,Murray Hill,13
QN76,Baisley Park,BK82,East New York,13
QN76,Baisley Park,BK61,Crown Heights North,13
BK27,Bath Beach,BK32,Sunset Park West,13
BK31,Bay Ridge,MN99,park-cemetery-etc-Manhattan,13
BK31,Bay Ridge,MN09,Morningside Heights,13
QN46,Bayside-Bayside Hills,LGA,La Guardia Airport,13
BK75,Bedford,BK21,Seagate-Coney Island,13
BX06,Belmont,MN23,West Village,13
BX06,Belmont,JFK,John F Kennedy International Airport,13
BK28,Bensonhurst West,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,13
BK28,Bensonhurst West,MN22,East Village,13
BK88,Borough Park,BK63,Crown Heights South,13
BK88,Borough Park,BK60,Prospect Lefferts Gardens-Wingate,13
BK88,Borough Park,MN21,Gramercy,13
QN35,Briarwood-Jamaica Hills,BK77,Bushwick North,13
QN35,Briarwood-Jamaica Hills,QN19,Glendale,13
QN35,Briarwood-Jamaica Hills,BK90,East Williamsburg,13
QN35,Briarwood-Jamaica Hills,BK42,Flatbush,13
QN35,Briarwood-Jamaica Hills,BK83,Cypress Hills-City Line,13
QN35,Briarwood-Jamaica Hills,MN04,Hamilton Heights,13
BK19,Brighton Beach,LGA,La Guardia Airport,13
BK77,Bushwick North,MN06,Manhattanville,13
BK77,Bushwick North,QN61,Jamaica,13
BK77,Bushwick North,QN55,South Ozone Park,13
QN33,Cambria Heights,BK61,Crown Heights North,13
BK50,Canarsie,MN23,West Village,13
BK50,Canarsie,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,13
BK33,Carroll Gardens-Columbia Street-Red Hook,SI05,New Springville-Bloomfield-Travis,13
BK33,Carroll Gardens-Columbia Street-Red Hook,BX14,East Concourse-Concourse Village,13
MN03,Central Harlem North-Polo Grounds,QN34,Queens Village,13
MN03,Central Harlem North-Polo Grounds,QN30,Maspeth,13
MN11,Central Harlem South,QN03,Springfield Gardens South-Brookville,13
BX01,Claremont-Bathgate,BX09,Soundview-Castle Hill-Clason Point-Harding Park,13
BK69,Clinton Hill,BK46,Ocean Parkway South,13
BK69,Clinton Hill,QN56,Ozone Park,13
QN25,Corona,QN19,Glendale,13
BX75,Crotona Park East,BX41,Mount Hope,13
BK61,Crown Heights North,QN60,Kew Gardens,13
BK61,Crown Heights North,QN76,Baisley Park,13
BK83,Cypress Hills-City Line,LGA,La Guardia Airport,13
BK83,Cypress Hills-City Line,QN57,Lindenwood-Howard Beach,13
BK83,Cypress Hills-City Line,MN21,Gramercy,13
BK83,Cypress Hills-City Line,BK35,Stuyvesant Heights,13
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BX37,Van Nest-Morris Park-Westchester Square,13
BK30,Dyker Heights,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,13
BK30,Dyker Heights,BK73,North Side-South Side,13
BX14,East Concourse-Concourse Village,BX13,Co-op City,13
QN27,East Elmhurst,BK50,Canarsie,13
QN27,East Elmhurst,BX62,Woodlawn-Wakefield,13
QN27,East Elmhurst,BX09,Soundview-Castle Hill-Clason Point-Harding Park,13
QN27,East Elmhurst,QN56,Ozone Park,13
QN27,East Elmhurst,BX34,Melrose South-Mott Haven North,13
BK91,East Flatbush-Farragut,BK73,North Side-South Side,13
MN34,East Harlem North,BK19,Brighton Beach,13
MN34,East Harlem North,QN56,Ozone Park,13
MN34,East Harlem North,QN19,Glendale,13
MN33,East Harlem South,QN15,Far Rockaway-Bayswater,13
BK82,East New York,MN22,East Village,13
BK82,East New York,MN32,Yorkville,13
BX17,East Tremont,BX49,Pelham Parkway,13
BX17,East Tremont,BX08,West Farms-Bronx River,13
BX17,East Tremont,BX44,Williamsbridge-Olinville,13
BK90,East Williamsburg,BX27,Hunts Point,13
QN29,Elmhurst,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,13
QN29,Elmhurst,BX41,Mount Hope,13
QN50,Elmhurst-Maspeth,QN01,South Jamaica,13
QN50,Elmhurst-Maspeth,BX26,Highbridge,13
QN50,Elmhurst-Maspeth,BK40,Windsor Terrace,13
BK95,Erasmus,BK90,East Williamsburg,13
BK42,Flatbush,BX39,Mott Haven-Port Morris,13
BK42,Flatbush,QN20,Ridgewood,13
BK42,Flatbush,MN04,Hamilton Heights,13
BK58,Flatlands,BK75,Bedford,13
QN22,Flushing,QN76,Baisley Park,13
BX40,Fordham South,MN36,Washington Heights South,13
QN17,Forest Hills,BX05,Bedford Park-Fordham North,13
QN17,Forest Hills,BK88,Borough Park,13
QN17,Forest Hills,BX52,Schuylerville-Throgs Neck-Edgewater Park,13
QN17,Forest Hills,BK79,Ocean Hill,13
BK68,Fort Greene,QN41,Fresh Meadows-Utopia,13
BK68,Fort Greene,QN05,Rosedale,13
BK68,Fort Greene,QN62,Queensboro Hill,13
QN41,Fresh Meadows-Utopia,QN48,Auburndale,13
QN44,Glen Oaks-Floral Park-New Hyde Park,QN06,Jamaica Estates-Holliswood,13
QN19,Glendale,BK83,Cypress Hills-City Line,13
QN19,Glendale,QN50,Elmhurst-Maspeth,13
QN19,Glendale,MN24,SoHo-TriBeCa-Civic Center-Little Italy,13
MN21,Gramercy,QN33,Cambria Heights,13
BK76,Greenpoint,QN52,East Flushing,13
BK76,Greenpoint,BX28,Van Cortlandt Village,13
BK76,Greenpoint,BX49,Pelham Parkway,13
BK76,Greenpoint,QN76,Baisley Park,13
BK76,Greenpoint,SI37,Stapleton-Rosebank,13
BK76,Greenpoint,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,13
QN07,Hollis,QN61,Jamaica,13
BK25,Homecrest,BK31,Bay Ridge,13
QN31,Hunters Point-Sunnyside-West Maspeth,BK93,Starrett City,13
BX27,Hunts Point,BX63,West Concourse,13
QN28,Jackson Heights,QN57,Lindenwood-Howard Beach,13
QN28,Jackson Heights,BK28,Bensonhurst West,13
QN28,Jackson Heights,BX10,Pelham Bay-Country Club-City Island,13
QN61,Jamaica,MN01,Marble Hill-Inwood,13
QN61,Jamaica,BK76,Greenpoint,13
QN61,Jamaica,MN06,Manhattanville,13
QN06,Jamaica Estates-Holliswood,QN37,Kew Gardens Hills,13
QN60,Kew Gardens,QN57,Lindenwood-Howard Beach,13
QN60,Kew Gardens,QN45,Douglas Manor-Douglaston-Little Neck,13
BX30,Kingsbridge Heights,MN40,Upper East Side-Carnegie Hill,13
QN66,Laurelton,QN05,Rosedale,13
MN31,Lenox Hill-Roosevelt Island,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,13
MN14,Lincoln Square,BK93,Starrett City,13
QN57,Lindenwood-Howard Beach,MN27,Chinatown,13
